 NS  KS  AS  CS  KI  AI  CI 
 0.1243E-00023  0.4843E-00004  0.9937E-00004  0.1797E-00002  0.2152E-00003  0.5305E-00004  0.4202E-00004
 0.1155E-00023  0.4830E-00004  0.9893E-00004  0.1753E-00002  0.2151E-00003  0.5295E-00004  0.4195E-00004
 0.1074E-00023  0.4817E-00004  0.9848E-00004  0.1710E-00002  0.2149E-00003  0.5286E-00004  0.4187E-00004
 0.9981E-00024  0.4804E-00004  0.9804E-00004  0.1668E-00002  0.2147E-00003  0.5276E-00004  0.4180E-00004
 0.9277E-00024  0.4791E-00004  0.9761E-00004  0.1627E-00002  0.2145E-00003  0.5266E-00004  0.4172E-00004
 0.8622E-00024  0.4778E-00004  0.9717E-00004  0.1587E-00002  0.2143E-00003  0.5257E-00004  0.4164E-00004
 0.8014E-00024  0.4765E-00004  0.9674E-00004  0.1548E-00002  0.2141E-00003  0.5248E-00004  0.4157E-00004
 0.7448E-00024  0.4752E-00004  0.9630E-00004  0.1510E-00002  0.2139E-00003  0.5238E-00004  0.4149E-00004
 0.6922E-00024  0.4739E-00004  0.9587E-00004  0.1473E-00002  0.2137E-00003  0.5229E-00004  0.4142E-00004
 0.6434E-00024  0.4726E-00004  0.9545E-00004  0.1437E-00002  0.2135E-00003  0.5219E-00004  0.4134E-00004
 0.5980E-00024  0.4714E-00004  0.9502E-00004  0.1402E-00002  0.2133E-00003  0.5210E-00004  0.4127E-00004
 0.5558E-00024  0.4701E-00004  0.9460E-00004  0.1368E-00002  0.2131E-00003  0.5200E-00004  0.4120E-00004
 0.5166E-00024  0.4688E-00004  0.9417E-00004  0.1334E-00002  0.2129E-00003  0.5191E-00004  0.4112E-00004
 0.4801E-00024  0.4675E-00004  0.9375E-00004  0.1301E-00002  0.2127E-00003  0.5182E-00004  0.4105E-00004
 0.4462E-00024  0.4663E-00004  0.9333E-00004  0.1269E-00002  0.2125E-00003  0.5172E-00004  0.4097E-00004
 0.4147E-00024  0.4650E-00004  0.9292E-00004  0.1238E-00002  0.2124E-00003  0.5163E-00004  0.4090E-00004
 0.3855E-00024  0.4637E-00004  0.9250E-00004  0.1208E-00002  0.2122E-00003  0.5154E-00004  0.4083E-00004
 0.3583E-00024  0.4625E-00004  0.9209E-00004  0.1178E-00002  0.2120E-00003  0.5144E-00004  0.4075E-00004
 0.3330E-00024  0.4612E-00004  0.9168E-00004  0.1149E-00002  0.2118E-00003  0.5135E-00004  0.4068E-00004
 0.3095E-00024  0.4600E-00004  0.9127E-00004  0.1121E-00002  0.2116E-00003  0.5126E-00004  0.4060E-00004
 0.2876E-00024  0.4587E-00004  0.9086E-00004  0.1094E-00002  0.2114E-00003  0.5117E-00004  0.4053E-00004
 0.2673E-00024  0.4575E-00004  0.9046E-00004  0.1067E-00002  0.2112E-00003  0.5107E-00004  0.4046E-00004
 0.2485E-00024  0.4563E-00004  0.9005E-00004  0.1041E-00002  0.2110E-00003  0.5098E-00004  0.4039E-00004
 0.2309E-00024  0.4550E-00004  0.8965E-00004  0.1015E-00002  0.2108E-00003  0.5089E-00004  0.4031E-00004
 0.2146E-00024  0.4538E-00004  0.8925E-00004  0.9901E-00003  0.2106E-00003  0.5080E-00004  0.4024E-00004
 0.1995E-00024  0.4526E-00004  0.8885E-00004  0.9658E-00003  0.2104E-00003  0.5071E-00004  0.4017E-00004
 0.1854E-00024  0.4514E-00004  0.8845E-00004  0.9421E-00003  0.2103E-00003  0.5061E-00004  0.4009E-00004
 0.1723E-00024  0.4501E-00004  0.8806E-00004  0.9190E-00003  0.2101E-00003  0.5052E-00004  0.4002E-00004
 0.1602E-00024  0.4489E-00004  0.8767E-00004  0.8964E-00003  0.2099E-00003  0.5043E-00004  0.3995E-00004
 0.1489E-00024  0.4477E-00004  0.8727E-00004  0.8744E-00003  0.2097E-00003  0.5034E-00004  0.3988E-00004
 0.1384E-00024  0.4465E-00004  0.8689E-00004  0.8530E-00003  0.2095E-00003  0.5025E-00004  0.3981E-00004
 0.1286E-00024  0.4453E-00004  0.8650E-00004  0.8321E-00003  0.2093E-00003  0.5016E-00004  0.3973E-00004
 0.1195E-00024  0.4441E-00004  0.8611E-00004  0.8116E-00003  0.2091E-00003  0.5007E-00004  0.3966E-00004
 0.1111E-00024  0.4429E-00004  0.8573E-00004  0.7917E-00003  0.2089E-00003  0.4998E-00004  0.3959E-00004
 0.1032E-00024  0.4417E-00004  0.8534E-00004  0.7723E-00003  0.2087E-00003  0.4989E-00004  0.3952E-00004
 0.9596E-00025  0.4405E-00004  0.8496E-00004  0.7534E-00003  0.2086E-00003  0.4980E-00004  0.3945E-00004
 0.8919E-00025  0.4393E-00004  0.8458E-00004  0.7349E-00003  0.2084E-00003  0.4971E-00004  0.3938E-00004
 0.8289E-00025  0.4381E-00004  0.8421E-00004  0.7168E-00003  0.2082E-00003  0.4962E-00004  0.3931E-00004
 0.7704E-00025  0.4369E-00004  0.8383E-00004  0.6992E-00003  0.2080E-00003  0.4953E-00004  0.3924E-00004
 0.7161E-00025  0.4357E-00004  0.8346E-00004  0.6821E-00003  0.2078E-00003  0.4944E-00004  0.3916E-00004
 0.6655E-00025  0.4345E-00004  0.8308E-00004  0.6654E-00003  0.2076E-00003  0.4935E-00004  0.3909E-00004
 0.6186E-00025  0.4334E-00004  0.8271E-00004  0.6490E-00003  0.2074E-00003  0.4926E-00004  0.3902E-00004
 0.5749E-00025  0.4322E-00004  0.8234E-00004  0.6331E-00003  0.2072E-00003  0.4917E-00004  0.3895E-00004
 0.5343E-00025  0.4310E-00004  0.8197E-00004  0.6176E-00003  0.2071E-00003  0.4908E-00004  0.3888E-00004
 0.4966E-00025  0.4299E-00004  0.8161E-00004  0.6024E-00003  0.2069E-00003  0.4900E-00004  0.3881E-00004
 0.4616E-00025  0.4287E-00004  0.8124E-00004  0.5876E-00003  0.2067E-00003  0.4891E-00004  0.3874E-00004
 0.4290E-00025  0.4275E-00004  0.8088E-00004  0.5732E-00003  0.2065E-00003  0.4882E-00004  0.3867E-00004
 0.3987E-00025  0.4264E-00004  0.8052E-00004  0.5591E-00003  0.2063E-00003  0.4873E-00004  0.3860E-00004
 0.3706E-00025  0.4252E-00004  0.8016E-00004  0.5454E-00003  0.2061E-00003  0.4864E-00004  0.3853E-00004
 0.3444E-00025  0.4241E-00004  0.7980E-00004  0.5320E-00003  0.2059E-00003  0.4855E-00004  0.3846E-00004
 0.3201E-00025  0.4229E-00004  0.7945E-00004  0.5190E-00003  0.2057E-00003  0.4847E-00004  0.3839E-00004
 0.2975E-00025  0.4218E-00004  0.7909E-00004  0.5063E-00003  0.2056E-00003  0.4838E-00004  0.3833E-00004
 0.2765E-00025  0.4206E-00004  0.7874E-00004  0.4938E-00003  0.2054E-00003  0.4829E-00004  0.3826E-00004
 0.2570E-00025  0.4195E-00004  0.7839E-00004  0.4817E-00003  0.2052E-00003  0.4821E-00004  0.3819E-00004
 0.2389E-00025  0.4184E-00004  0.7804E-00004  0.4699E-00003  0.2050E-00003  0.4812E-00004  0.3812E-00004
 0.2220E-00025  0.4172E-00004  0.7769E-00004  0.4584E-00003  0.2048E-00003  0.4803E-00004  0.3805E-00004
 0.2064E-00025  0.4161E-00004  0.7734E-00004  0.4471E-00003  0.2046E-00003  0.4794E-00004  0.3798E-00004
 0.1918E-00025  0.4150E-00004  0.7700E-00004  0.4361E-00003  0.2045E-00003  0.4786E-00004  0.3791E-00004
 0.1783E-00025  0.4139E-00004  0.7665E-00004  0.4254E-00003  0.2043E-00003  0.4777E-00004  0.3784E-00004
 0.1657E-00025  0.4127E-00004  0.7631E-00004  0.4150E-00003  0.2041E-00003  0.4769E-00004  0.3778E-00004
 0.1540E-00025  0.4116E-00004  0.7597E-00004  0.4048E-00003  0.2039E-00003  0.4760E-00004  0.3771E-00004
 0.1431E-00025  0.4105E-00004  0.7563E-00004  0.3949E-00003  0.2037E-00003  0.4751E-00004  0.3764E-00004
 0.1330E-00025  0.4094E-00004  0.7529E-00004  0.3852E-00003  0.2035E-00003  0.4743E-00004  0.3757E-00004
 0.1236E-00025  0.4083E-00004  0.7496E-00004  0.3758E-00003  0.2033E-00003  0.4734E-00004  0.3750E-00004
 0.1149E-00025  0.4072E-00004  0.7462E-00004  0.3665E-00003  0.2032E-00003  0.4726E-00004  0.3744E-00004
 0.1068E-00025  0.4061E-00004  0.7429E-00004  0.3575E-00003  0.2030E-00003  0.4717E-00004  0.3737E-00004
 0.9926E-00026  0.4050E-00004  0.7396E-00004  0.3488E-00003  0.2028E-00003  0.4709E-00004  0.3730E-00004
 0.9226E-00026  0.4039E-00004  0.7363E-00004  0.3402E-00003  0.2026E-00003  0.4700E-00004  0.3723E-00004
 0.8575E-00026  0.4028E-00004  0.7330E-00004  0.3319E-00003  0.2024E-00003  0.4692E-00004  0.3717E-00004
 0.7970E-00026  0.4017E-00004  0.7297E-00004  0.3237E-00003  0.2023E-00003  0.4683E-00004  0.3710E-00004
 0.7407E-00026  0.4006E-00004  0.7264E-00004  0.3158E-00003  0.2021E-00003  0.4675E-00004  0.3703E-00004
 0.6885E-00026  0.3995E-00004  0.7232E-00004  0.3080E-00003  0.2019E-00003  0.4666E-00004  0.3697E-00004
 0.6399E-00026  0.3985E-00004  0.7200E-00004  0.3005E-00003  0.2017E-00003  0.4658E-00004  0.3690E-00004
 0.5947E-00026  0.3974E-00004  0.7168E-00004  0.2931E-00003  0.2015E-00003  0.4650E-00004  0.3683E-00004
 0.5527E-00026  0.3963E-00004  0.7136E-00004  0.2859E-00003  0.2013E-00003  0.4641E-00004  0.3677E-00004
 0.5137E-00026  0.3952E-00004  0.7104E-00004  0.2789E-00003  0.2012E-00003  0.4633E-00004  0.3670E-00004
 0.4775E-00026  0.3942E-00004  0.7072E-00004  0.2720E-00003  0.2010E-00003  0.4624E-00004  0.3663E-00004
 0.4438E-00026  0.3931E-00004  0.7040E-00004  0.2654E-00003  0.2008E-00003  0.4616E-00004  0.3657E-00004
 0.4125E-00026  0.3920E-00004  0.7009E-00004  0.2589E-00003  0.2006E-00003  0.4608E-00004  0.3650E-00004
 0.3834E-00026  0.3910E-00004  0.6978E-00004  0.2525E-00003  0.2004E-00003  0.4599E-00004  0.3644E-00004
 0.3563E-00026  0.3899E-00004  0.6947E-00004  0.2463E-00003  0.2003E-00003  0.4591E-00004  0.3637E-00004
 0.3312E-00026  0.3889E-00004  0.6916E-00004  0.2403E-00003  0.2001E-00003  0.4583E-00004  0.3630E-00004
 0.3078E-00026  0.3878E-00004  0.6885E-00004  0.2344E-00003  0.1999E-00003  0.4575E-00004  0.3624E-00004
 0.2861E-00026  0.3868E-00004  0.6854E-00004  0.2286E-00003  0.1997E-00003  0.4566E-00004  0.3617E-00004
 0.2659E-00026  0.3857E-00004  0.6823E-00004  0.2230E-00003  0.1995E-00003  0.4558E-00004  0.3611E-00004
 0.2471E-00026  0.3847E-00004  0.6793E-00004  0.2175E-00003  0.1994E-00003  0.4550E-00004  0.3604E-00004
 0.2297E-00026  0.3836E-00004  0.6763E-00004  0.2122E-00003  0.1992E-00003  0.4542E-00004  0.3598E-00004
 0.2135E-00026  0.3826E-00004  0.6732E-00004  0.2070E-00003  0.1990E-00003  0.4533E-00004  0.3591E-00004
 0.1984E-00026  0.3815E-00004  0.6702E-00004  0.2019E-00003  0.1988E-00003  0.4525E-00004  0.3585E-00004
 0.1844E-00026  0.3805E-00004  0.6672E-00004  0.1970E-00003  0.1986E-00003  0.4517E-00004  0.3578E-00004
 0.1714E-00026  0.3795E-00004  0.6643E-00004  0.1921E-00003  0.1985E-00003  0.4509E-00004  0.3572E-00004
 0.1593E-00026  0.3785E-00004  0.6613E-00004  0.1874E-00003  0.1983E-00003  0.4501E-00004  0.3565E-00004
 0.1481E-00026  0.3774E-00004  0.6583E-00004  0.1828E-00003  0.1981E-00003  0.4493E-00004  0.3559E-00004
 0.1376E-00026  0.3764E-00004  0.6554E-00004  0.1783E-00003  0.1979E-00003  0.4485E-00004  0.3553E-00004
 0.1279E-00026  0.3754E-00004  0.6525E-00004  0.1740E-00003  0.1977E-00003  0.4477E-00004  0.3546E-00004
 0.1189E-00026  0.3744E-00004  0.6496E-00004  0.1697E-00003  0.1976E-00003  0.4468E-00004  0.3540E-00004
 0.1105E-00026  0.3734E-00004  0.6467E-00004  0.1655E-00003  0.1974E-00003  0.4460E-00004  0.3533E-00004
 0.1027E-00026  0.3724E-00004  0.6438E-00004  0.1615E-00003  0.1972E-00003  0.4452E-00004  0.3527E-00004
 0.9544E-00027  0.3713E-00004  0.6409E-00004  0.1575E-00003  0.1970E-00003  0.4444E-00004  0.3521E-00004
 0.8870E-00027  0.3703E-00004  0.6380E-00004  0.1536E-00003  0.1968E-00003  0.4436E-00004  0.3514E-00004
 0.8244E-00027  0.3693E-00004  0.6352E-00004  0.1499E-00003  0.1967E-00003  0.4428E-00004  0.3508E-00004
 0.7662E-00027  0.3683E-00004  0.6323E-00004  0.1462E-00003  0.1965E-00003  0.4420E-00004  0.3502E-00004
 0.7122E-00027  0.3673E-00004  0.6295E-00004  0.1426E-00003  0.1963E-00003  0.4412E-00004  0.3495E-00004
 0.6619E-00027  0.3663E-00004  0.6267E-00004  0.1391E-00003  0.1961E-00003  0.4404E-00004  0.3489E-00004
 0.6152E-00027  0.3654E-00004  0.6239E-00004  0.1357E-00003  0.1960E-00003  0.4396E-00004  0.3483E-00004
 0.5718E-00027  0.3644E-00004  0.6211E-00004  0.1324E-00003  0.1958E-00003  0.4388E-00004  0.3476E-00004
 0.5314E-00027  0.3634E-00004  0.6184E-00004  0.1291E-00003  0.1956E-00003  0.4381E-00004  0.3470E-00004
 0.4939E-00027  0.3624E-00004  0.6156E-00004  0.1260E-00003  0.1954E-00003  0.4373E-00004  0.3464E-00004
 0.4591E-00027  0.3614E-00004  0.6128E-00004  0.1229E-00003  0.1953E-00003  0.4365E-00004  0.3458E-00004
 0.4267E-00027  0.3604E-00004  0.6101E-00004  0.1198E-00003  0.1951E-00003  0.4357E-00004  0.3451E-00004
 0.3966E-00027  0.3595E-00004  0.6074E-00004  0.1169E-00003  0.1949E-00003  0.4349E-00004  0.3445E-00004
 0.3686E-00027  0.3585E-00004  0.6047E-00004  0.1140E-00003  0.1947E-00003  0.4341E-00004  0.3439E-00004
 0.3426E-00027  0.3575E-00004  0.6020E-00004  0.1112E-00003  0.1946E-00003  0.4333E-00004  0.3433E-00004
 0.3184E-00027  0.3566E-00004  0.5993E-00004  0.1085E-00003  0.1944E-00003  0.4326E-00004  0.3427E-00004
 0.2959E-00027  0.3556E-00004  0.5966E-00004  0.1058E-00003  0.1942E-00003  0.4318E-00004  0.3420E-00004
 0.2750E-00027  0.3546E-00004  0.5939E-00004  0.1033E-00003  0.1940E-00003  0.4310E-00004  0.3414E-00004
 0.2556E-00027  0.3537E-00004  0.5913E-00004  0.1007E-00003  0.1939E-00003  0.4302E-00004  0.3408E-00004
 0.2376E-00027  0.3527E-00004  0.5887E-00004  0.9825E-00004  0.1937E-00003  0.4294E-00004  0.3402E-00004
 0.2208E-00027  0.3518E-00004  0.5860E-00004  0.9781E-00004  0.1935E-00003  0.4287E-00004  0.3396E-00004
 0.2052E-00027  0.3508E-00004  0.5834E-00004  0.9737E-00004  0.1933E-00003  0.4279E-00004  0.3390E-00004
 0.1908E-00027  0.3499E-00004  0.5808E-00004  0.9694E-00004  0.1932E-00003  0.4271E-00004  0.3384E-00004
 0.1773E-00027  0.3489E-00004  0.5782E-00004  0.9650E-00004  0.1930E-00003  0.4264E-00004  0.3377E-00004
 0.1648E-00027  0.3480E-00004  0.5756E-00004  0.9607E-00004  0.1928E-00003  0.4256E-00004  0.3371E-00004
 0.1531E-00027  0.3470E-00004  0.5731E-00004  0.9564E-00004  0.1926E-00003  0.4248E-00004  0.3365E-00004
 0.1423E-00027  0.3461E-00004  0.5705E-00004  0.9522E-00004  0.1925E-00003  0.4240E-00004  0.3359E-00004
 0.1323E-00027  0.3451E-00004  0.5679E-00004  0.9479E-00004  0.1923E-00003  0.4233E-00004  0.3353E-00004
 0.1230E-00027  0.3442E-00004  0.5654E-00004  0.9437E-00004  0.1921E-00003  0.4225E-00004  0.3347E-00004
 0.1143E-00027  0.3433E-00004  0.5629E-00004  0.9395E-00004  0.1919E-00003  0.4218E-00004  0.3341E-00004
 0.1062E-00027  0.3424E-00004  0.5604E-00004  0.9353E-00004  0.1918E-00003  0.4210E-00004  0.3335E-00004
 0.9872E-00028  0.3414E-00004  0.5579E-00004  0.9311E-00004  0.1916E-00003  0.4202E-00004  0.3329E-00004
 0.9175E-00028  0.3405E-00004  0.5554E-00004  0.9269E-00004  0.1914E-00003  0.4195E-00004  0.3323E-00004
 0.8528E-00028  0.3396E-00004  0.5529E-00004  0.9228E-00004  0.1912E-00003  0.4187E-00004  0.3317E-00004
 0.7926E-00028  0.3387E-00004  0.5504E-00004  0.9187E-00004  0.1911E-00003  0.4180E-00004  0.3311E-00004
 0.7367E-00028  0.3377E-00004  0.5480E-00004  0.9146E-00004  0.1909E-00003  0.4172E-00004  0.3305E-00004
 0.6847E-00028  0.3368E-00004  0.5455E-00004  0.9105E-00004  0.1907E-00003  0.4165E-00004  0.3299E-00004
 0.6364E-00028  0.3359E-00004  0.5431E-00004  0.9064E-00004  0.1906E-00003  0.4157E-00004  0.3293E-00004
 0.5915E-00028  0.3350E-00004  0.5407E-00004  0.9024E-00004  0.1904E-00003  0.4150E-00004  0.3287E-00004
 0.5497E-00028  0.3341E-00004  0.5383E-00004  0.8983E-00004  0.1902E-00003  0.4142E-00004  0.3281E-00004
 0.5109E-00028  0.3332E-00004  0.5358E-00004  0.8943E-00004  0.1900E-00003  0.4135E-00004  0.3275E-00004
 0.4749E-00028  0.3323E-00004  0.5335E-00004  0.8903E-00004  0.1899E-00003  0.4127E-00004  0.3269E-00004
 0.4414E-00028  0.3314E-00004  0.5311E-00004  0.8864E-00004  0.1897E-00003  0.4120E-00004  0.3264E-00004
 0.4102E-00028  0.3305E-00004  0.5287E-00004  0.8824E-00004  0.1895E-00003  0.4112E-00004  0.3258E-00004
 0.3813E-00028  0.3296E-00004  0.5263E-00004  0.8785E-00004  0.1894E-00003  0.4105E-00004  0.3252E-00004
 0.3544E-00028  0.3287E-00004  0.5240E-00004  0.8745E-00004  0.1892E-00003  0.4097E-00004  0.3246E-00004
 0.3293E-00028  0.3278E-00004  0.5217E-00004  0.8706E-00004  0.1890E-00003  0.4090E-00004  0.3240E-00004
 0.3061E-00028  0.3269E-00004  0.5193E-00004  0.8668E-00004  0.1888E-00003  0.4083E-00004  0.3234E-00004
 0.2845E-00028  0.3261E-00004  0.5170E-00004  0.8629E-00004  0.1887E-00003  0.4075E-00004  0.3228E-00004
 0.2644E-00028  0.3252E-00004  0.5147E-00004  0.8590E-00004  0.1885E-00003  0.4068E-00004  0.3223E-00004
 0.2458E-00028  0.3243E-00004  0.5124E-00004  0.8552E-00004  0.1883E-00003  0.4061E-00004  0.3217E-00004
 0.2284E-00028  0.3234E-00004  0.5101E-00004  0.8514E-00004  0.1882E-00003  0.4053E-00004  0.3211E-00004
 0.2123E-00028  0.3225E-00004  0.5078E-00004  0.8476E-00004  0.1880E-00003  0.4046E-00004  0.3205E-00004
 0.1973E-00028  0.3217E-00004  0.5056E-00004  0.8438E-00004  0.1878E-00003  0.4039E-00004  0.3199E-00004
 0.1834E-00028  0.3208E-00004  0.5033E-00004  0.8400E-00004  0.1877E-00003  0.4031E-00004  0.3194E-00004
 0.1705E-00028  0.3199E-00004  0.5011E-00004  0.8363E-00004  0.1875E-00003  0.4024E-00004  0.3188E-00004
 0.1584E-00028  0.3191E-00004  0.4988E-00004  0.8325E-00004  0.1873E-00003  0.4017E-00004  0.3182E-00004
 0.1472E-00028  0.3182E-00004  0.4966E-00004  0.8288E-00004  0.1871E-00003  0.4010E-00004  0.3176E-00004
 0.1369E-00028  0.3173E-00004  0.4944E-00004  0.8251E-00004  0.1870E-00003  0.4002E-00004  0.3171E-00004
 0.1272E-00028  0.3165E-00004  0.4922E-00004  0.8214E-00004  0.1868E-00003  0.3995E-00004  0.3165E-00004
 0.1182E-00028  0.3156E-00004  0.4900E-00004  0.8178E-00004  0.1866E-00003  0.3988E-00004  0.3159E-00004
 0.1099E-00028  0.3148E-00004  0.4878E-00004  0.8141E-00004  0.1865E-00003  0.3981E-00004  0.3153E-00004
 0.1021E-00028  0.3139E-00004  0.4856E-00004  0.8105E-00004  0.1863E-00003  0.3974E-00004  0.3148E-00004
 0.9491E-00029  0.3131E-00004  0.4834E-00004  0.8069E-00004  0.1861E-00003  0.3966E-00004  0.3142E-00004
 0.8822E-00029  0.3122E-00004  0.4813E-00004  0.8033E-00004  0.1860E-00003  0.3959E-00004  0.3136E-00004
 0.8199E-00029  0.3114E-00004  0.4791E-00004  0.7997E-00004  0.1858E-00003  0.3952E-00004  0.3131E-00004
 0.7620E-00029  0.3105E-00004  0.4770E-00004  0.7961E-00004  0.1856E-00003  0.3945E-00004  0.3125E-00004
 0.7083E-00029  0.3097E-00004  0.4749E-00004  0.7925E-00004  0.1855E-00003  0.3938E-00004  0.3119E-00004
 0.6583E-00029  0.3089E-00004  0.4727E-00004  0.7890E-00004  0.1853E-00003  0.3931E-00004  0.3114E-00004
 0.6118E-00029  0.3080E-00004  0.4706E-00004  0.7855E-00004  0.1851E-00003  0.3924E-00004  0.3108E-00004
 0.5686E-00029  0.3072E-00004  0.4685E-00004  0.7820E-00004  0.1850E-00003  0.3917E-00004  0.3103E-00004
 0.5285E-00029  0.3064E-00004  0.4664E-00004  0.7785E-00004  0.1848E-00003  0.3910E-00004  0.3097E-00004
 0.4912E-00029  0.3055E-00004  0.4644E-00004  0.7750E-00004  0.1846E-00003  0.3902E-00004  0.3091E-00004
 0.4566E-00029  0.3047E-00004  0.4623E-00004  0.7715E-00004  0.1845E-00003  0.3895E-00004  0.3086E-00004
 0.4243E-00029  0.3039E-00004  0.4602E-00004  0.7681E-00004  0.1843E-00003  0.3888E-00004  0.3080E-00004
 0.3944E-00029  0.3031E-00004  0.4582E-00004  0.7647E-00004  0.1841E-00003  0.3881E-00004  0.3075E-00004
 0.3666E-00029  0.3022E-00004  0.4561E-00004  0.7613E-00004  0.1840E-00003  0.3874E-00004  0.3069E-00004
 0.3407E-00029  0.3014E-00004  0.4541E-00004  0.7579E-00004  0.1838E-00003  0.3867E-00004  0.3064E-00004
 0.3166E-00029  0.3006E-00004  0.4521E-00004  0.7545E-00004  0.1836E-00003  0.3860E-00004  0.3058E-00004
 0.2943E-00029  0.2998E-00004  0.4500E-00004  0.7511E-00004  0.1835E-00003  0.3853E-00004  0.3053E-00004
 0.2735E-00029  0.2990E-00004  0.4480E-00004  0.7478E-00004  0.1833E-00003  0.3847E-00004  0.3047E-00004
 0.2542E-00029  0.2982E-00004  0.4460E-00004  0.7444E-00004  0.1831E-00003  0.3840E-00004  0.3042E-00004
 0.2363E-00029  0.2974E-00004  0.4440E-00004  0.7411E-00004  0.1830E-00003  0.3833E-00004  0.3036E-00004
 0.2196E-00029  0.2966E-00004  0.4420E-00004  0.7378E-00004  0.1828E-00003  0.3826E-00004  0.3031E-00004
 0.2041E-00029  0.2957E-00004  0.4401E-00004  0.7345E-00004  0.1826E-00003  0.3819E-00004  0.3025E-00004
 0.1897E-00029  0.2949E-00004  0.4381E-00004  0.7312E-00004  0.1825E-00003  0.3812E-00004  0.3020E-00004
 0.1763E-00029  0.2942E-00004  0.4362E-00004  0.7279E-00004  0.1823E-00003  0.3805E-00004  0.3014E-00004
 0.1639E-00029  0.2934E-00004  0.4342E-00004  0.7247E-00004  0.1821E-00003  0.3798E-00004  0.3009E-00004
 0.1523E-00029  0.2926E-00004  0.4323E-00004  0.7215E-00004  0.1820E-00003  0.3791E-00004  0.3003E-00004
 0.1416E-00029  0.2918E-00004  0.4303E-00004  0.7182E-00004  0.1818E-00003  0.3784E-00004  0.2998E-00004
 0.1316E-00029  0.2910E-00004  0.4284E-00004  0.7150E-00004  0.1817E-00003  0.3778E-00004  0.2993E-00004
 0.1223E-00029  0.2902E-00004  0.4265E-00004  0.7118E-00004  0.1815E-00003  0.3771E-00004  0.2987E-00004
 0.1137E-00029  0.2894E-00004  0.4246E-00004  0.7087E-00004  0.1813E-00003  0.3764E-00004  0.2982E-00004
 0.1056E-00029  0.2886E-00004  0.4227E-00004  0.7055E-00004  0.1812E-00003  0.3757E-00004  0.2976E-00004
 0.9818E-00030  0.2878E-00004  0.4208E-00004  0.7023E-00004  0.1810E-00003  0.3750E-00004  0.2971E-00004
 0.9125E-00030  0.2871E-00004  0.4189E-00004  0.6992E-00004  0.1808E-00003  0.3744E-00004  0.2966E-00004
 0.8481E-00030  0.2863E-00004  0.4171E-00004  0.6961E-00004  0.1807E-00003  0.3737E-00004  0.2960E-00004
 0.7883E-00030  0.2855E-00004  0.4152E-00004  0.6930E-00004  0.1805E-00003  0.3730E-00004  0.2955E-00004
 0.7326E-00030  0.2847E-00004  0.4133E-00004  0.6899E-00004  0.1803E-00003  0.3723E-00004  0.2950E-00004
 0.6809E-00030  0.2840E-00004  0.4115E-00004  0.6868E-00004  0.1802E-00003  0.3717E-00004  0.2944E-00004
 0.6329E-00030  0.2832E-00004  0.4097E-00004  0.6837E-00004  0.1800E-00003  0.3710E-00004  0.2939E-00004
 0.5882E-00030  0.2824E-00004  0.4078E-00004  0.6807E-00004  0.1799E-00003  0.3703E-00004  0.2934E-00004
 0.5467E-00030  0.2817E-00004  0.4060E-00004  0.6776E-00004  0.1797E-00003  0.3697E-00004  0.2928E-00004
 0.5081E-00030  0.2809E-00004  0.4042E-00004  0.6746E-00004  0.1795E-00003  0.3690E-00004  0.2923E-00004
 0.4723E-00030  0.2801E-00004  0.4024E-00004  0.6716E-00004  0.1794E-00003  0.3683E-00004  0.2918E-00004
 0.4389E-00030  0.2794E-00004  0.4006E-00004  0.6686E-00004  0.1792E-00003  0.3677E-00004  0.2913E-00004
 0.4080E-00030  0.2786E-00004  0.3988E-00004  0.6656E-00004  0.1791E-00003  0.3670E-00004  0.2907E-00004
 0.3792E-00030  0.2779E-00004  0.3970E-00004  0.6626E-00004  0.1789E-00003  0.3663E-00004  0.2902E-00004
 0.3524E-00030  0.2771E-00004  0.3953E-00004  0.6597E-00004  0.1787E-00003  0.3657E-00004  0.2897E-00004
 0.3275E-00030  0.2764E-00004  0.3935E-00004  0.6567E-00004  0.1786E-00003  0.3650E-00004  0.2892E-00004
 0.3044E-00030  0.2756E-00004  0.3917E-00004  0.6538E-00004  0.1784E-00003  0.3644E-00004  0.2886E-00004
 0.2829E-00030  0.2749E-00004  0.3900E-00004  0.6509E-00004  0.1782E-00003  0.3637E-00004  0.2881E-00004
 0.2630E-00030  0.2741E-00004  0.3882E-00004  0.6480E-00004  0.1781E-00003  0.3631E-00004  0.2876E-00004
 0.2444E-00030  0.2734E-00004  0.3865E-00004  0.6451E-00004  0.1779E-00003  0.3624E-00004  0.2871E-00004
 0.2272E-00030  0.2727E-00004  0.3848E-00004  0.6422E-00004  0.1778E-00003  0.3617E-00004  0.2866E-00004
 0.2111E-00030  0.2719E-00004  0.3831E-00004  0.6393E-00004  0.1776E-00003  0.3611E-00004  0.2860E-00004
 0.1962E-00030  0.2712E-00004  0.3814E-00004  0.6365E-00004  0.1774E-00003  0.3604E-00004  0.2855E-00004
 0.1824E-00030  0.2704E-00004  0.3797E-00004  0.6336E-00004  0.1773E-00003  0.3598E-00004  0.2850E-00004
 0.1695E-00030  0.2697E-00004  0.3780E-00004  0.6308E-00004  0.1771E-00003  0.3591E-00004  0.2845E-00004
 0.1576E-00030  0.2690E-00004  0.3763E-00004  0.6280E-00004  0.1770E-00003  0.3585E-00004  0.2840E-00004
